--------------------Problem ID = 1--------run ID = 1------------------,,,,,,,,,
"function_IDs	4	3	3	2	4	2	2	1	4	4	4	1",,,,,,,,,
"correlation	0	0	0	0	0	0	0	0	0	0	0	0",,,,,,,,,
"gbest for task 0	-1.77591	-4.77839	-2.65189	-1.45253	0.860355	-4.89089	-3.70889	4.76691	1.34723	0.451023	4.01698	-0.927763	-1.81964	-4.40098	2.42907	-1.81085	-2.79079	3.72922	2.52233	4.75187	1.35366	-0.240113	-1.21622	1.51091	2.16242	4.94378	-0.567061	-2.28059	-3.28434	0.364317	0.271457	-0.0602449	0.585925	2.61957	3.48722	-3.55372	2.72868	4.77834	-3.78681	-0.92409	0.229358	-4.76984	3.14815	3.40972	-4.17082	0.577222	-3.40114	-1.96161	-0.693556	4.12119",,,,,,,,,
"gbest for task 1	-0.772611	-1.85977	-0.0103018	3.83366	-1.33356	-2.91888	3.00364	-1.02372	0.0342429	4.59712	1.93278	-0.877893	0.763899	1.0053	-3.25125	2.08698	-1.85434	-1.42243	3.66486	4.07209	0.406388	-4.08522	-1.42616	-2.60678	-2.60304	2.95214	4.45749	-2.81331	-1.60796	2.98062	0.332616	2.61943	-3.87915	-4.67769	1.45309	-0.212706	-2.59657	-0.543271	3.76357	2.43767	-0.946155	0.696349	-3.44022	4.81774	-3.29835	-1.69147	1.90472	-0.152686	1.8861	0.569582",,,,,,,,,
"gbest for task 2	-2.01409	-2.27116	-1.38244	-3.79028	4.51842	-0.722029	3.22979	-2.80439	4.15465	1.71202	4.6192	2.62783	0.140489	-2.77999	-3.45007	-1.24113	0.320396	0.625326	4.63468	-0.314596	-4.22302	1.55708	1.75263	-2.30345	-1.12854	2.43352	-2.32028	-0.0262588	1.51951	-3.48148	3.43113	4.50542	-0.752643	-2.95131	-4.28486	-1.23422	1.32666	3.94493	0.961386	0.481316	0.656954	0.580587	-1.89086	-4.20256	2.8006	-0.340926	-0.443686	-1.87901	-4.7156	-0.809005",,,,,,,,,
"gbest for task 3	-4.88718	-1.07138	-0.786848	3.73143	4.70648	-4.9737	-2.35846	-2.96282	-2.70354	0.582159	2.80371	-2.51003	-4.69766	-4.00091	-3.95149	-4.27266	-4.65096	-2.67698	2.44629	3.99859	-3.99355	3.55432	2.36714	4.04835	-3.99914	1.93271	2.32767	2.68684	-3.939	-1.09177	-4.67278	-3.82618	2.83684	-0.459626	4.90525	2.54333	-0.433324	-2.45321	4.58051	1.86314	3.12895	2.38422	4.3531	3.43128	3.38331	-4.59839	4.15862	3.73235	-2.27537	1.60491",,,,,,,,,
"gbest for task 4	0.681501	0.583389	-4.64218	3.51912	-4.68975	3.22545	-0.660764	3.99878	-1.2806	-1.34817	1.07266	2.96738	-2.6282	-2.38398	0.670299	-3.72964	1.52118	1.14277	4.25649	1.01961	1.36685	2.0683	-3.6385	-1.41161	3.25138	3.07349	-3.36163	0.776534	3.02534	-0.190017	-2.75771	-1.29316	-4.60663	-2.39989	-2.77404	-4.29638	-4.17444	1.5652	4.7024	-0.455036	-4.78297	0.775061	-2.48766	-2.41117	3.39108	3.18264	-1.14082	-0.0877341	-0.674584	-1.88433",,,,,,,,,
"gbest for task 5	1.05844	3.31838	1.75028	3.66688	1.29578	-0.281713	-3.96968	1.35335	4.51387	-0.0625795	0.255224	-4.63952	1.96204	-2.34991	3.01828	-1.88109	-0.730959	-1.17612	4.12801	-0.28239	-2.48291	-4.16334	-2.57266	3.36029	4.78776	-0.286483	0.0137942	4.48493	4.66006	4.60094	-2.88277	0.7185	2.91932	3.86751	-0.614617	-0.784901	-1.4142	0.415703	-4.43155	-1.90033	-4.64688	0.823671	-1.53984	2.31516	3.47376	-3.52156	-4.56593	-2.2572	0.302321	4.56209",,,,,,,,,
"gbest for task 6	3.61499	-4.78681	3.62506	4.66317	-1.45915	-0.304324	-4.92039	-0.607817	-4.02702	-0.446928	0.633967	2.91594	3.88269	-3.89917	2.57324	-4.85234	4.31197	0.247689	2.28299	-2.3956	-1.13194	-2.52259	4.85347	-2.67973	-0.243675	-3.93826	3.88162	-2.96454	0.183357	-0.380824	3.37334	-1.20165	-0.16763	1.9984	-1.53848	3.37322	-3.30592	-1.45887	-2.23459	-2.33294	3.0942	3.39937	-4.417	1.97689	4.50021	3.15623	2.12455	3.81218	-1.59608	-0.592462",,,,,,,,,
"gbest for task 7	1.25484	-4.04187	2.40272	0.560615	0.698322	-4.36694	1.61514	-3.11765	-3.22664	2.78012	-0.833774	2.9014	-4.93262	2.16826	-0.136842	2.22471	-2.66102	-1.64898	3.46533	1.87011	-0.840242	4.38835	4.43308	-3.76086	-1.35126	-1.90884	4.74607	-0.0793105	0.808597	-4.50946	-0.0873138	-2.93657	-3.55133	-2.68459	2.62405	2.14699	-2.05154	-0.760809	4.02935	-0.27818	-2.98069	-1.80443	-2.37678	-2.91331	-4.63616	2.48638	4.31139	-2.29718	-4.1626	2.77672",,,,,,,,,
"gbest for task 8	4.44596	-1.56466	-4.62652	0.0467825	2.37706	-3.53387	-3.05588	2.5629	-1.87194	-3.8811	3.44342	4.71962	-4.66175	-0.611219	-4.20889	3.62425	0.368336	0.534181	1.73844	3.87644	1.07672	-3.23658	-1.36957	0.672742	-3.35605	-2.69553	-3.75437	1.82653	-4.3462	-0.539727	-0.0642604	-4.90024	2.89561	0.309219	0.146539	0.272676	1.77535	2.09066	-2.16443	4.90341	3.20956	-3.72101	4.62303	3.54781	0.667774	-4.58586	2.17206	-3.96389	0.948319	-1.0895",,,,,,,,,
"gbest for task 9	2.36457	-0.514431	1.37463	0.560088	4.3651	-2.26367	-2.64107	0.594497	-2.31222	-0.588732	-3.64068	3.5513	-3.2729	-1.16534	-3.84604	-3.05208	3.9991	-0.746867	4.23603	1.13306	-0.885014	-4.99569	-0.266592	-2.14078	-3.45462	-1.70452	1.76958	-1.06059	1.12054	0.581684	-4.17566	-1.51489	-4.93275	2.19897	4.0452	4.43235	4.93531	-3.59586	0.0268474	-2.37691	0.815405	1.38617	-3.82562	2.5425	-4.77917	-2.67165	4.49042	4.21993	1.58148	3.72645",,,,,,,,,
"gbest for task 10	-1.05498	2.51931	4.77212	-1.88924	-0.503322	-3.42855	-2.68783	-2.27438	2.9789	1.55453	-1.61957	3.46716	3.33364	0.97391	-3.32229	1.6402	1.05807	3.28404	-4.30744	2.51714	-1.76858	-1.34347	3.29219	-3.98191	2.15908	2.62022	3.04316	4.61475	-1.01027	2.70735	-0.853222	2.93475	0.226656	-1.08111	-3.95448	4.72333	0.490348	-1.64232	-2.55104	-1.53075	4.91221	0.829384	-3.06359	3.24584	-3.19671	-1.38588	-0.113953	2.86136	-3.10183	0.57861",,,,,,,,,
"gbest for task 11	2.93102	0.530169	3.32138	1.58853	3.70379	4.82777	3.89441	3.64929	1.40182	-4.83636	-4.04855	0.20637	0.288002	3.78068	-0.76641	1.5593	2.18208	3.49417	2.93934	-3.02665	4.88534	3.73397	-0.880098	1.70717	-1.43465	-3.23686	-4.03171	-2.32984	-4.31028	-2.50998	-1.89424	3.62074	3.02019	-3.57286	0.209262	1.72398	-3.7451	-0.896326	0.37327	2.65673	-0.732683	1.32472	-2.1369	4.55532	0.105402	2.09669	1.11462	-2.71252	0.590858	-0.946042",,,,,,,,,
"task_IDs	0	1	2	3	4	5	6	7	8	9	10	11",,,,,,,,,
--------------------Problem ID = 1--------run ID = 2------------------,,,,,,,,,d
"function_IDs	4	3	3	2	4	2	2	1	4	4	4	1",,,,,,,,,
"correlation	0	0	0	0	0	0	0	0	0	0	0	0",,,,,,,,,
"gbest for task 0	-1.77591	-4.77839	-2.65189	-1.45253	0.860355	-4.89089	-3.70889	4.76691	1.34723	0.451023	4.01698	-0.927763	-1.81964	-4.40098	2.42907	-1.81085	-2.79079	3.72922	2.52233	4.75187	1.35366	-0.240113	-1.21622	1.51091	2.16242	4.94378	-0.567061	-2.28059	-3.28434	0.364317	0.271457	-0.0602449	0.585925	2.61957	3.48722	-3.55372	2.72868	4.77834	-3.78681	-0.92409	0.229358	-4.76984	3.14815	3.40972	-4.17082	0.577222	-3.40114	-1.96161	-0.693556	4.12119",,,,,,,,,
"gbest for task 1	-0.772611	-1.85977	-0.0103018	3.83366	-1.33356	-2.91888	3.00364	-1.02372	0.0342429	4.59712	1.93278	-0.877893	0.763899	1.0053	-3.25125	2.08698	-1.85434	-1.42243	3.66486	4.07209	0.406388	-4.08522	-1.42616	-2.60678	-2.60304	2.95214	4.45749	-2.81331	-1.60796	2.98062	0.332616	2.61943	-3.87915	-4.67769	1.45309	-0.212706	-2.59657	-0.543271	3.76357	2.43767	-0.946155	0.696349	-3.44022	4.81774	-3.29835	-1.69147	1.90472	-0.152686	1.8861	0.569582",,,,,,,,,
"gbest for task 2	-2.01409	-2.27116	-1.38244	-3.79028	4.51842	-0.722029	3.22979	-2.80439	4.15465	1.71202	4.6192	2.62783	0.140489	-2.77999	-3.45007	-1.24113	0.320396	0.625326	4.63468	-0.314596	-4.22302	1.55708	1.75263	-2.30345	-1.12854	2.43352	-2.32028	-0.0262588	1.51951	-3.48148	3.43113	4.50542	-0.752643	-2.95131	-4.28486	-1.23422	1.32666	3.94493	0.961386	0.481316	0.656954	0.580587	-1.89086	-4.20256	2.8006	-0.340926	-0.443686	-1.87901	-4.7156	-0.809005",,,,,,,,,
"gbest for task 3	-4.88718	-1.07138	-0.786848	3.73143	4.70648	-4.9737	-2.35846	-2.96282	-2.70354	0.582159	2.80371	-2.51003	-4.69766	-4.00091	-3.95149	-4.27266	-4.65096	-2.67698	2.44629	3.99859	-3.99355	3.55432	2.36714	4.04835	-3.99914	1.93271	2.32767	2.68684	-3.939	-1.09177	-4.67278	-3.82618	2.83684	-0.459626	4.90525	2.54333	-0.433324	-2.45321	4.58051	1.86314	3.12895	2.38422	4.3531	3.43128	3.38331	-4.59839	4.15862	3.73235	-2.27537	1.60491",,,,,,,,,
"gbest for task 4	0.681501	0.583389	-4.64218	3.51912	-4.68975	3.22545	-0.660764	3.99878	-1.2806	-1.34817	1.07266	2.96738	-2.6282	-2.38398	0.670299	-3.72964	1.52118	1.14277	4.25649	1.01961	1.36685	2.0683	-3.6385	-1.41161	3.25138	3.07349	-3.36163	0.776534	3.02534	-0.190017	-2.75771	-1.29316	-4.60663	-2.39989	-2.77404	-4.29638	-4.17444	1.5652	4.7024	-0.455036	-4.78297	0.775061	-2.48766	-2.41117	3.39108	3.18264	-1.14082	-0.0877341	-0.674584	-1.88433",,,,,,,,,
"gbest for task 5	1.05844	3.31838	1.75028	3.66688	1.29578	-0.281713	-3.96968	1.35335	4.51387	-0.0625795	0.255224	-4.63952	1.96204	-2.34991	3.01828	-1.88109	-0.730959	-1.17612	4.12801	-0.28239	-2.48291	-4.16334	-2.57266	3.36029	4.78776	-0.286483	0.0137942	4.48493	4.66006	4.60094	-2.88277	0.7185	2.91932	3.86751	-0.614617	-0.784901	-1.4142	0.415703	-4.43155	-1.90033	-4.64688	0.823671	-1.53984	2.31516	3.47376	-3.52156	-4.56593	-2.2572	0.302321	4.56209",,,,,,,,,
"gbest for task 6	3.61499	-4.78681	3.62506	4.66317	-1.45915	-0.304324	-4.92039	-0.607817	-4.02702	-0.446928	0.633967	2.91594	3.88269	-3.89917	2.57324	-4.85234	4.31197	0.247689	2.28299	-2.3956	-1.13194	-2.52259	4.85347	-2.67973	-0.243675	-3.93826	3.88162	-2.96454	0.183357	-0.380824	3.37334	-1.20165	-0.16763	1.9984	-1.53848	3.37322	-3.30592	-1.45887	-2.23459	-2.33294	3.0942	3.39937	-4.417	1.97689	4.50021	3.15623	2.12455	3.81218	-1.59608	-0.592462",,,,,,,,,
"gbest for task 7	1.25484	-4.04187	2.40272	0.560615	0.698322	-4.36694	1.61514	-3.11765	-3.22664	2.78012	-0.833774	2.9014	-4.93262	2.16826	-0.136842	2.22471	-2.66102	-1.64898	3.46533	1.87011	-0.840242	4.38835	4.43308	-3.76086	-1.35126	-1.90884	4.74607	-0.0793105	0.808597	-4.50946	-0.0873138	-2.93657	-3.55133	-2.68459	2.62405	2.14699	-2.05154	-0.760809	4.02935	-0.27818	-2.98069	-1.80443	-2.37678	-2.91331	-4.63616	2.48638	4.31139	-2.29718	-4.1626	2.77672",,,,,,,,,
"gbest for task 8	4.44596	-1.56466	-4.62652	0.0467825	2.37706	-3.53387	-3.05588	2.5629	-1.87194	-3.8811	3.44342	4.71962	-4.66175	-0.611219	-4.20889	3.62425	0.368336	0.534181	1.73844	3.87644	1.07672	-3.23658	-1.36957	0.672742	-3.35605	-2.69553	-3.75437	1.82653	-4.3462	-0.539727	-0.0642604	-4.90024	2.89561	0.309219	0.146539	0.272676	1.77535	2.09066	-2.16443	4.90341	3.20956	-3.72101	4.62303	3.54781	0.667774	-4.58586	2.17206	-3.96389	0.948319	-1.0895",,,,,,,,,
"gbest for task 9	2.36457	-0.514431	1.37463	0.560088	4.3651	-2.26367	-2.64107	0.594497	-2.31222	-0.588732	-3.64068	3.5513	-3.2729	-1.16534	-3.84604	-3.05208	3.9991	-0.746867	4.23603	1.13306	-0.885014	-4.99569	-0.266592	-2.14078	-3.45462	-1.70452	1.76958	-1.06059	1.12054	0.581684	-4.17566	-1.51489	-4.93275	2.19897	4.0452	4.43235	4.93531	-3.59586	0.0268474	-2.37691	0.815405	1.38617	-3.82562	2.5425	-4.77917	-2.67165	4.49042	4.21993	1.58148	3.72645",,,,,,,,,
"gbest for task 10	-1.05498	2.51931	4.77212	-1.88924	-0.503322	-3.42855	-2.68783	-2.27438	2.9789	1.55453	-1.61957	3.46716	3.33364	0.97391	-3.32229	1.6402	1.05807	3.28404	-4.30744	2.51714	-1.76858	-1.34347	3.29219	-3.98191	2.15908	2.62022	3.04316	4.61475	-1.01027	2.70735	-0.853222	2.93475	0.226656	-1.08111	-3.95448	4.72333	0.490348	-1.64232	-2.55104	-1.53075	4.91221	0.829384	-3.06359	3.24584	-3.19671	-1.38588	-0.113953	2.86136	-3.10183	0.57861",,,,,,,,,
